postcode,month,Category,Category_Spend,lag_1,lag_2,lag_3,Average_Age,Average_Income,Population_Size,Employment_Rate,Consumer_Confidence,Market_Saturation,Savings_Rate,Credit_Utilization,Gender_Female,Gender_Male,Age_Group_20-30,Age_Group_30-40,Age_Group_40-50,Age_Group_50-60,Age_Group_60+,Age_Group_<20,Predicted_Spend,latitude,longitude
AB21 7NE,12,Food,4912.25,4390.0,2216.0,4825.0,35,56664,21393,84.55,80.04,9,0.4092450575229246,0.5754440736189996,True,False,False,True,False,False,False,False,3217.528500000001,57.209059,-2.176051
AB21 7NF,12,Healthcare,2177.5,871.0,3196.0,1175.0,27,60369,36989,85.68,94.88,4,0.5625506431662048,0.3181990160828097,True,False,False,False,False,True,False,False,2914.77216,57.205726,-2.175952
AB21 7NG,12,Utilities,3586.0000000000005,2929.0,5259.1,4261.0,57,79927,35770,67.98,87.05,9,0.4131292742138699,0.5749874809104173,True,False,False,False,False,True,False,False,3147.7456800000004,57.204372,-2.176128
AB21 7NH,12,Shopping,6173.82675,4347.0,2868.0,519.0,18,96780,23307,52.61,90.43,8,0.5160313035357329,0.3821025146317224,True,False,False,False,False,False,True,False,2983.2493700000005,57.207561,-2.174256
AB21 7NJ,12,Utilities,4210.800000000001,4238.3,3909.4,5349.3,24,39081,11455,56.23,94.59,4,0.7643302741812583,0.3022317628691408,True,False,False,False,False,True,False,False,3261.1448000000005,57.20852,-2.175949
AB21 7NP,12,Food,7990.499999999999,6150.0,2630.0,4902.0,37,67342,41243,66.08,60.86,5,0.2259631861152148,0.3915162315895951,False,True,True,False,False,False,False,False,2964.2922999999996,57.207444,-2.17505
AB21 7NQ,12,Food,6921.25,3031.25,3279.0,4676.0,20,84815,16104,52.75,68.11,1,0.6762913166712556,0.3703804121399254,True,False,False,False,False,False,False,True,3249.768,57.206723,-2.176338
AB21 7NR,12,Food,7587.999999999999,5387.5,2176.0,4126.0,36,89373,27552,96.96,91.06,2,0.4301947083356026,0.5078949495891272,True,False,False,False,False,False,False,True,2604.90159,57.207387,-2.176639
AB21 7NS,12,Utilities,1915.0,3245.0000000000005,1373.9,4484.0,42,45348,6240,75.87,68.11,8,0.6037757885445614,0.4723489968065812,True,False,True,False,False,False,False,False,3012.1557200000007,57.207737,-2.177419
AB21 7NX,12,Utilities,1586.0,3512.0,3836.0,4218.0,28,60851,12014,69.63,67.77,3,0.3346428796989283,0.6531069985845728,False,True,True,False,False,False,False,False,2706.7196000000004,57.234409,-2.187884
AB21 7NY,12,Food,5073.25,5977.5,1046.0,4653.0,69,93843,38937,86.18,80.01,2,0.3596758417422344,0.6109514671546614,False,True,False,False,False,False,True,False,3030.7566,57.227939,-2.170957
AB21 7PB,12,Utilities,3999.6,5328.400000000001,1407.0,3573.130000000001,28,119683,44645,55.11,88.23,3,0.5034744153615958,0.3210015270056987,True,False,False,False,False,True,False,False,3196.3583200000007,57.196572,-2.182743
AB21 7PE,12,Shopping,3104.4,2004.45,4434.4,3730.6,63,72468,17580,83.32,78.28,6,0.2784855994636712,0.863282171739365,True,False,False,False,False,False,True,False,2942.9370499999995,57.243972,-2.16553
AB21 7PH,12,Shopping,5809.05,3021.0,2765.0,3459.0,18,26858,8251,63.12,74.92,1,0.6527990435948909,0.3789546633458515,False,True,True,False,False,False,False,False,2869.431999999999,57.250039,-2.162508
AB21 7PP,12,Shopping,8595.6,2281.0,3069.0,2056.5,37,49015,25151,77.09,62.13,4,0.5008015643820657,0.4129223980852996,False,True,False,True,False,False,False,False,2583.3284,57.260503,-2.176926
AB21 7PQ,12,Utilities,4265.250000000001,3910.500000000001,4387.0,4068.900000000001,18,27601,27969,78.74,86.15,4,0.5902073413876868,0.3554281617935816,False,True,False,False,False,False,True,False,2901.1073000000006,57.253354,-2.18203
AB21 7PR,12,Food,7932.749999999999,2962.5,1470.0,3456.0,64,98462,46150,61.11,93.54,5,0.2320252611166904,0.7828785732091672,True,False,False,False,False,True,False,False,2939.33446,57.256957,-2.18122
AB21 7PS,12,Food,2350.25,5291.25,4084.0,4554.0,31,29932,21818,72.9,82.63,8,0.4681814955920327,0.3064372828049256,True,False,False,True,False,False,False,False,3614.3072,57.250682,-2.191281
AB21 7PU,12,Shopping,8575.32,5139.349999999999,3873.0,2130.0,40,118137,6575,68.22,87.65,4,0.5363172852249455,0.4733871818091547,True,False,False,False,True,False,False,False,2991.4222999999993,57.25125,-2.172727
AB21 7PW,12,Healthcare,3434.0,1430.0,3417.0,1323.0,48,38399,18970,76.3,95.01,9,0.4289638699741743,0.5575619503634399,True,False,True,False,False,False,False,False,2759.0169,57.255819,-2.172876
AB21 7PY,12,Shopping,8851.147500000001,912.0,3646.0,1814.4,40,82366,28869,87.52,89.68,7,0.3975309936429348,0.5102686871262249,True,False,False,False,False,False,True,False,3490.477599999999,57.255598,-2.195251
AB21 7PZ,12,Shopping,6631.9695,2739.0,3987.05,3004.0,24,114201,45305,83.55,69.0,9,0.3282436494479078,0.6932868619790518,False,True,False,True,False,False,False,False,2565.79008,57.260692,-2.200401
AB21 7QQ,12,Food,3291.75,5408.75,2967.0,3188.0,67,50439,10058,69.45,67.45,5,0.6556332496623943,0.388511490531285,False,True,False,True,False,False,False,False,3233.949440000001,57.199812,-2.190885
AB21 7UU,12,Shopping,2455.5375,2700.315,4452.0,1796.0,67,88512,14185,68.74,77.02,4,0.4990034598408032,0.3740403371483544,True,False,False,False,False,True,False,False,3093.12525,57.239419,-2.190245
AB21 7XA,12,Healthcare,3413.0,2286.0,3939.0,1831.7,36,44136,25144,88.37,98.3,2,0.5355686113267617,0.4941462956308087,True,False,False,True,False,False,False,False,2967.0559999999996,57.225777,-2.161656
AB21 7XB,12,Healthcare,1526.0,1724.0,3720.0,2239.0,53,45388,17222,61.39,92.62,2,0.5605502769547833,0.4559903218524167,False,True,True,False,False,False,False,False,2935.6685,57.237192,-2.164406
AB21 9AB,12,Shopping,3250.65,3722.0,4756.4,4663.25,43,46983,33557,93.94,70.52,5,0.5995999914375096,0.3822156062774096,False,True,False,False,True,False,False,False,2972.32744,57.189905,-2.170814
AB21 9AD,12,Utilities,1872.0,2294.0,3832.0,5388.130000000001,21,81664,17756,98.28,62.03,9,0.6348873589067825,0.3955890092452481,False,True,False,False,False,False,False,True,2816.4053499999995,57.177536,-2.170923
AB21 9AE,12,Utilities,2511.0,4656.0,2310.0,2786.0,59,87013,37721,72.77,88.39,5,0.5872161184136758,0.4228791262702869,True,False,True,False,False,False,False,False,3070.44514,57.178523,-2.171655
AB21 9AG,12,Food,3907.75,6000.0,4110.0,3674.0,64,116124,47644,74.91,88.78,3,0.4005775886315089,0.4254569924402722,True,False,False,False,True,False,False,False,3013.2116999999994,57.177808,-2.168327
AB21 9AH,12,Utilities,2996.0,3643.0,3945.0,4558.0,33,108115,40731,66.32,95.3,7,0.2483175595530676,0.6518065373824085,False,True,False,False,False,False,False,True,3363.7207999999996,57.179339,-2.172452
AB21 9AJ,12,Food,3256.75,4930.0,3908.0,2899.0,53,99369,42783,84.77,82.52,8,0.2811217129954064,0.7401303701974505,True,False,False,False,False,False,True,False,3090.9672499999992,57.178854,-2.172781
AB21 9AL,12,Food,1895.25,5873.75,4759.0,4480.0,41,51747,40333,58.48,89.31,9,0.5559860402753792,0.300115860673767,False,True,True,False,False,False,False,False,2980.4584000000004,57.179535,-2.173777
AB21 9AN,12,Utilities,4293.080000000001,1204.5,4816.0,5110.6,59,25088,43689,56.4,93.17,3,0.5010099410800731,0.3866920720366393,True,False,False,False,False,True,False,False,3312.2784800000004,57.178303,-2.174978
AB21 9AP,12,Utilities,1517.0,5700.310000000001,2686.0,1901.9,59,93991,11403,96.18,89.36,9,0.5237265263505279,0.4210152454551644,True,False,False,True,False,False,False,False,2862.18976,57.177288,-2.17461
AB21 9AR,12,Food,4670.75,4942.5,4486.0,1954.0,64,85013,46400,85.92,77.93,2,0.6939174547510196,0.3643396736985991,False,True,False,False,True,False,False,False,2960.0735999999997,57.178494,-2.17316
AB21 9AS,12,Food,3601.4999999999995,5318.75,4624.0,4831.0,22,39397,43203,76.34,89.0,8,0.3432427666616964,0.646155328163437,True,False,False,False,False,False,True,False,3111.3574999999996,57.176426,-2.17492
AB21 9AT,12,Food,7619.499999999999,4908.75,3570.0,4817.0,57,43907,9539,79.04,66.01,8,0.6155203334000886,0.4293339161746816,False,True,False,False,False,False,False,True,2864.4984199999994,57.177868,-2.177887
AB21 9AU,12,Food,4271.75,4912.5,4514.0,3324.0,39,76095,37953,65.05,73.1,9,0.4758749848060926,0.5907158101835328,True,False,False,False,False,True,False,False,3248.6559399999996,57.178278,-2.180056
AB21 9AX,12,Utilities,857.0,4510.0,4197.6,1570.0,31,117282,16031,83.32,94.03,9,0.4886754833225213,0.553051226406247,False,True,False,False,True,False,False,False,2772.1345,57.179997,-2.183654
AB21 9AY,12,Healthcare,4612.400000000001,3128.0,3779.0,4056.0,55,58129,21470,81.3,60.49,6,0.2048143549855585,0.7721180541488254,True,False,False,False,False,False,True,False,3324.3384400000004,57.179018,-2.183533
AB21 9BB,12,Utilities,2867.7000000000003,4601.0,1175.0,4533.1,29,63210,11022,65.25,95.75,7,0.6215118817833819,0.3747636601224235,False,True,False,False,False,False,True,False,2922.157820000001,57.180133,-2.184917
AB21 9BD,12,Healthcare,2909.0,2685.8,3663.0,883.0,56,100014,43908,50.19,61.87,8,0.4746188710265231,0.5839776707827679,True,False,False,True,False,False,False,False,2666.17646,57.179276,-2.185387
AB21 9BE,12,Utilities,2078.0,1918.4,1937.1,4691.5,67,49626,13083,84.59,83.3,8,0.6709197649680704,0.3336074919447385,True,False,True,False,False,False,False,False,2774.6933999999997,57.178424,-2.184374
AB21 9BG,12,Healthcare,2884.0,1295.0,1706.0,4551.3,43,65175,39345,95.65,81.78,9,0.4376790659959653,0.3624390966412564,False,True,False,False,True,False,False,False,2715.07663,57.175478,-2.157681
AB21 9BH,12,Food,4462.5,3298.75,4182.0,2891.0,28,42266,10439,93.5,81.61,9,0.5202566800817616,0.4489576112374758,False,True,False,False,True,False,False,False,3008.7894,57.176663,-2.178659
AB21 9BJ,12,Utilities,5132.6,3392.4,1426.7,3224.1000000000004,47,112411,47391,98.94,86.16,9,0.6186041323268869,0.4173891382342788,False,True,False,False,False,False,True,False,3220.8474100000003,57.176306,-2.177036
AB21 9BL,12,Food,6067.25,5652.5,2640.0,4565.0,44,87468,13184,86.62,90.96,2,0.3109837868457548,0.4623323116234892,False,True,False,False,False,False,False,True,2906.007,57.175341,-2.179843
AB21 9BN,12,Food,2045.75,4366.25,3064.0,4381.0,48,100593,37413,72.89,82.25,5,0.4886477631608956,0.4356542226009933,False,True,True,False,False,False,False,False,3011.52337,57.175918,-2.178358
AB21 9BP,12,Shopping,2415.1725,4481.0,3400.0,1752.0,49,100831,26572,94.42,79.43,6,0.5987736518848911,0.3830068331835122,True,False,False,True,False,False,False,False,2706.05599,57.17633,-2.179087
AB21 9BQ,12,Shopping,6522.75,4421.0,2645.0,1646.1,27,43936,18090,96.75,66.78,3,0.5985783687747745,0.4169233500699034,True,False,False,False,False,False,False,True,2938.124449999999,57.176003,-2.181418
AB21 9BR,12,Utilities,1610.4,3148.2000000000003,4134.0,2748.9,55,92072,41906,58.8,95.79,9,0.5722712688285276,0.3051941536083508,False,True,False,False,False,False,True,False,2870.1928799999996,57.17541,-2.18158
AB21 9BS,12,Healthcare,3647.0,4046.9,2786.0,3460.6,20,87117,43123,92.43,78.19,8,0.6834828920337939,0.3723412398316086,True,False,False,False,True,False,False,False,2817.14941,57.174854,-2.180684
AB21 9BT,12,Utilities,5314.1,3799.4,3063.5000000000005,4976.0,18,118684,36179,96.13,67.18,9,0.6386373669251948,0.3993458898492056,True,False,False,False,False,True,False,False,2993.1580500000005,57.174601,-2.181924
AB21 9BU,12,Healthcare,816.4,3749.0,1242.8,861.0,54,77384,36749,87.66,81.15,9,0.5841185905570919,0.3986280643446077,True,False,False,False,False,True,False,False,2624.1818599999997,57.173728,-2.183027
AB21 9BX,12,Utilities,1640.0,3828.000000000001,2762.1000000000004,5108.400000000001,34,76861,38351,51.99,89.54,4,0.4709105799785834,0.3692817724294621,True,False,False,False,True,False,False,False,2790.5745,57.174924,-2.181908
AB21 9BY,12,Shopping,6218.22825,4400.0,1181.0,1268.4499999999998,57,86000,21682,66.84,76.34,8,0.3468326700638184,0.639566372255613,False,True,False,False,False,True,False,False,2934.799159999999,57.174939,-2.183992
AB21 9DA,12,Utilities,3185.0,4349.0,835.0,4144.0,38,45043,13484,71.73,69.16,5,0.4455924497022779,0.5158921648787556,True,False,False,True,False,False,False,False,2828.053480000001,57.173847,-2.181539
AB21 9DB,12,Healthcare,3077.1,4134.0,1905.8,1098.0,64,99847,27853,73.43,74.19,2,0.3435192696827586,0.6157787716525623,False,True,False,False,False,False,True,False,2814.7705000000005,57.173577,-2.182051
AB21 9DD,12,Food,8659.0,5016.25,3598.0,1708.0,57,28259,47689,77.64,76.02,7,0.33110720017925,0.5480305698976784,True,False,False,False,False,False,False,True,3026.9178200000006,57.174644,-2.183578
AB21 9DE,12,Shopping,1937.52,3957.0,3919.545,2625.0,21,85794,48047,84.02,85.12,7,0.6641922486650484,0.3283913560361982,True,False,False,False,False,False,True,False,3193.2359499999993,57.174183,-2.185262
AB21 9DF,12,Entertainment,1060.8,2758.0,1338.0,3040.8,47,80744,27333,96.76,64.03,9,0.2982596680668695,0.4104814256685495,True,False,False,False,False,True,False,False,2945.0964799999992,57.174468,-2.186669
AB21 9DG,12,Utilities,4891.700000000001,2472.0,4375.0,1064.0,44,93904,15802,53.51,77.09,7,0.6389870234085611,0.3946829665179444,False,True,False,False,False,False,True,False,2893.1442499999994,57.176556,-2.182264
AB21 9DH,12,Food,4198.25,5860.0,4174.0,1193.0,55,89379,6975,86.34,76.63,5,0.4037726798285265,0.370885582242454,True,False,False,False,True,False,False,False,2839.5430600000004,57.174673,-2.188142
AB21 9DJ,12,Utilities,5229.400000000001,4948.0,5467.0,5432.900000000001,65,32860,12544,90.6,83.26,7,0.5291084550576621,0.3422906607061076,False,True,True,False,False,False,False,False,3398.3689,57.175198,-2.185449
AB21 9DL,12,Food,5521.25,3173.75,4411.0,4696.0,24,52102,23506,50.8,61.92,5,0.3323399399821918,0.728795239571435,False,True,False,False,False,True,False,False,3337.452300000001,57.175407,-2.183862
AB21 9DN,12,Food,3900.75,1406.25,3757.0,3573.0,19,103525,34592,68.29,81.56,1,0.2848424292954783,0.3806466408410607,False,True,False,False,False,True,False,False,2864.1489400000005,57.175794,-2.18317
AB21 9DP,12,Utilities,2774.0,1633.5000000000002,1617.0000000000002,4909.0,36,97145,44710,67.99,68.59,7,0.5621410147902992,0.5012720903590268,True,False,False,False,False,False,False,True,2812.750070000001,57.176363,-2.180692
AB21 9DQ,12,Utilities,3265.0,4370.0,2007.0,2265.0,56,92857,21924,93.44,78.65,3,0.4509579641136162,0.5844791333472611,False,True,False,False,True,False,False,False,2687.0854600000002,57.177093,-2.17914
AB21 9DR,12,Shopping,4915.950000000001,3508.65,2448.35,3942.2,23,42669,20740,73.0,81.34,3,0.7291325868415832,0.3137079046191512,False,True,True,False,False,False,False,False,3169.045,57.177051,-2.177536
AB21 9DT,12,Healthcare,689.0,3766.1,1030.0,721.0,65,48271,5885,86.17,71.97,1,0.3174821845780768,0.7255988333146296,True,False,False,False,False,False,True,False,3275.4293400000006,57.177546,-2.169765
AB21 9DU,12,Healthcare,908.0,3891.0,3512.0,3941.0,28,64525,38766,52.51,84.94,3,0.744264402350612,0.3212483865645912,False,True,False,False,True,False,False,False,2898.5958,57.178677,-2.17071
AB21 9DX,12,Utilities,4431.0,4666.0,5084.200000000001,3186.7000000000003,26,99847,28875,82.67,82.5,6,0.7283928309165341,0.3289062741026073,True,False,False,True,False,False,False,False,3026.409090000001,57.181052,-2.174859
AB21 9DY,12,Food,5062.75,5367.5,4747.0,4571.0,66,41195,39189,69.06,80.52,6,0.5147593001785629,0.3537808955595506,True,False,False,False,False,False,False,True,3270.5351,57.18218,-2.177875
AB21 9EA,12,Food,1790.25,2056.25,4904.0,2379.0,53,78326,41620,98.88,69.84,2,0.2257118972539424,0.9213313090017964,False,True,False,False,False,False,False,True,2963.472400000001,57.182208,-2.176882
AB21 9EB,12,Food,6396.25,1705.0,3404.0,1028.0,50,99271,32140,59.5,79.63,6,0.4134112925277408,0.5676407430598912,True,False,False,False,False,False,True,False,3060.1855199999995,57.183094,-2.179087
AB21 9ED,12,Food,7757.749999999999,3173.75,2035.0,4706.0,59,82522,26931,72.35,94.46,5,0.3782609284707462,0.4393686166100544,True,False,False,False,True,False,False,False,3207.2243,57.183587,-2.179734
AB21 9EE,12,Food,2828.0,4360.0,4411.0,2716.0,28,67703,49441,60.58,80.37,1,0.7475126545353821,0.3182635680368969,True,False,False,True,False,False,False,False,3050.4226200000003,57.183919,-2.180034
AB21 9EF,12,Utilities,2866.6000000000004,4322.0,1895.0,1706.0,51,74173,8708,75.26,75.6,9,0.5200547339164974,0.5406628324793042,True,False,False,False,False,True,False,False,2899.4687,57.182469,-2.176156
AB21 9EG,12,Healthcare,1267.5,1790.0,3692.0,3341.0,39,92124,17281,53.56,94.81,2,0.6368302374572986,0.3467337837242029,False,True,False,False,False,False,True,False,3036.4608500000004,57.181542,-2.176531
AB21 9EH,12,Utilities,3615.0,3596.0,1861.2,1715.0,66,63156,36391,76.13,95.98,4,0.7567328340646605,0.3093534612433215,True,False,True,False,False,False,False,False,2707.3935500000002,57.18358,-2.178676
AB21 9EJ,12,Food,3375.75,5461.25,1385.0,3990.0,43,96215,7681,57.61,63.62,8,0.3337085945882729,0.3924269186663555,True,False,False,False,False,False,True,False,2794.000099999999,57.183105,-2.17783
AB21 9EL,12,Healthcare,4399.2,4403.1,2054.0,2198.0,36,31687,28675,53.34,61.86,6,0.6100821241036671,0.4418791097607109,False,True,False,False,False,True,False,False,2816.0833399999997,57.183441,-2.181421
AB21 9EN,12,Utilities,3718.000000000001,1612.0,4353.0,3867.0,34,84068,19127,51.61,62.33,8,0.4873638341348976,0.3853627498349511,True,False,False,False,False,False,True,False,3014.8128,57.184346,-2.182848
AB21 9EP,12,Utilities,2495.0,2325.0,4833.400000000001,2417.0,47,91359,24722,93.94,99.84,6,0.229101532510203,0.771313999818234,True,False,False,True,False,False,False,False,2830.4414,57.184577,-2.184983
AB21 9EQ,12,Food,1897.0,2396.25,3054.0,4774.0,36,71737,39593,71.36,62.89,9,0.2943730641587178,0.5537058312713777,False,True,False,True,False,False,False,False,2806.4882499999994,57.184075,-2.184121
AB21 9ER,12,Healthcare,2234.0,4829.5,2847.0,3039.0,41,36652,39998,78.32,83.61,5,0.3838393132675117,0.4657603962103357,True,False,False,False,False,False,False,True,2613.2389000000003,57.18243,-2.184526
AB21 9ET,12,Healthcare,1028.0,3346.0,3129.0,5028.400000000001,52,46155,17502,59.29,65.89,6,0.2073853186703806,0.9022296968628872,False,True,True,False,False,False,False,False,2782.732,57.181302,-2.181626
AB21 9EU,12,Healthcare,2248.0,3987.0,1541.0,2219.0,58,55762,35700,98.45,62.59,5,0.6177982279797662,0.3661655610052117,False,True,False,False,False,False,False,True,2860.53626,57.181733,-2.182074
AB21 9EW,12,Food,4761.75,5200.0,2069.0,4666.0,39,73367,21083,64.34,84.29,2,0.3554889219649445,0.327894561636368,True,False,False,False,False,True,False,False,3219.079,57.183591,-2.183556
AB21 9EX,12,Shopping,5785.65,2145.0,4504.549999999999,4572.4,48,53480,36212,59.93,77.74,5,0.2697205482917305,0.4748326986020552,False,True,False,False,False,True,False,False,3199.05012,57.180733,-2.184071
AB21 9EY,12,Utilities,1752.0800000000004,2160.4,4004.0,1572.0,29,25029,28540,55.16,79.34,8,0.4638951888634889,0.5074616554457814,True,False,False,False,False,False,True,False,3048.16001,57.180984,-2.184717
AB21 9HA,12,Healthcare,3812.9,3339.0,3234.4,1415.7,62,79493,30849,64.67,62.0,9,0.5195287902026284,0.3662896534213924,False,True,False,False,False,False,True,False,2898.6681399999998,57.181339,-2.187415
AB21 9HB,12,Shopping,3224.715,3187.0,4715.0,2894.0,54,106546,36277,99.2,87.96,6,0.3641386263123586,0.552633481200034,True,False,True,False,False,False,False,False,2977.03814,57.179982,-2.182016
AB21 9HE,12,Utilities,1634.0,3916.000000000001,3859.0,4808.1,56,114903,35797,72.52,95.41,5,0.4643220534702362,0.4354955229805544,False,True,False,True,False,False,False,False,3169.9656,57.179765,-2.169924
AB21 9HH,12,Utilities,4149.0,3559.0,3495.0,4190.0,64,56293,36351,79.3,94.07,6,0.5293154056693207,0.4559508311930561,False,True,True,False,False,False,False,False,3151.4311,57.179485,-2.170369
AB21 9HJ,12,Food,4550.0,5538.75,3560.0,1209.0,50,85013,30273,91.42,96.08,9,0.7499542739658005,0.3112656702896239,True,False,False,False,True,False,False,False,3258.33629,57.186657,-2.181321
AB21 9HN,12,Healthcare,2190.0,3468.0,2243.0,3335.0,61,76168,39087,75.39,84.82,9,0.2538782187932807,0.614919386965576,False,True,False,False,False,False,False,True,2983.0492800000006,57.188033,-2.180269
AB21 9HQ,12,Shopping,6117.150000000001,1458.1999999999998,2565.0,4128.5,36,40948,46081,70.79,98.09,7,0.5684799712618709,0.3314546057278876,False,True,False,True,False,False,False,False,2519.7185,57.183863,-2.181175
AB21 9HR,12,Utilities,4368.1,4923.0,5149.1,1964.0,19,60196,9047,87.11,79.92,8,0.2893982764948533,0.7926708760424791,False,True,False,False,False,True,False,False,2793.1686,57.184196,-2.180763
AB21 9HS,12,Utilities,1896.0,1103.0,4408.0,2610.0,20,40367,11050,62.58,65.34,7,0.218410765357811,0.9320731706617464,False,True,False,True,False,False,False,False,2612.2513799999997,57.18671,-2.182281
AB21 9HT,12,Utilities,5225.0,3688.0,1948.0,2994.2000000000003,28,66688,15819,81.07,77.64,4,0.2194158189594771,0.6293067232047146,True,False,False,False,False,True,False,False,3147.365999999999,57.18566,-2.181432
AB21 9HU,12,Healthcare,2046.0,3996.2,4215.900000000001,4746.3,20,40830,14291,71.43,61.94,3,0.626083331352789,0.3844522240113415,True,False,False,False,False,False,False,True,3050.6240000000007,57.188606,-2.181248
AB21 9HW,12,Food,3139.5,5545.0,2976.0,1338.0,64,115458,29130,60.35,84.83,8,0.6907119047956843,0.3174442774714922,True,False,False,False,False,False,False,True,2944.7745699999996,57.188222,-2.179674
AB21 9HX,12,Healthcare,724.1,3789.0,2701.4,2567.5,34,54210,43628,98.94,93.47,5,0.3957914786556537,0.6381430483903765,True,False,False,False,False,True,False,False,2799.9518,57.188056,-2.17653
AB21 9HY,12,Food,7810.249999999999,4512.5,1474.0,4209.0,22,92524,26875,76.39,86.68,8,0.3824977082111493,0.4181393068709783,True,False,False,False,False,False,True,False,3180.0555000000004,57.189632,-2.17983
AB21 9HZ,12,Food,3423.0,5353.75,4160.0,2571.0,68,81908,23236,92.84,88.47,3,0.4089768616108499,0.5484697871988227,False,True,False,False,False,False,False,True,2981.6896400000005,57.187018,-2.180462
AB21 9JB,12,Food,6618.5,5230.0,4128.0,3747.0,33,31688,32030,72.77,80.39,5,0.3037639490105533,0.4354026532036149,True,False,False,False,False,True,False,False,3386.3388,57.189964,-2.180576
AB21 9JD,12,Utilities,1878.0,3128.0,1730.0,4860.900000000001,65,109316,15823,96.35,69.68,3,0.3680936022127621,0.621363667671627,True,False,False,True,False,False,False,False,3029.0430199999996,57.190324,-2.179568
AB21 9JE,12,Food,5972.75,3721.25,2692.0,4340.0,57,35043,27062,66.33,94.86,9,0.4342300529111752,0.4076497407796436,False,True,False,False,False,True,False,False,2872.6919499999995,57.19068,-2.182168
AB21 9JH,12,Food,2835.0,2972.5,4597.0,2760.0,59,89053,19745,75.32,83.65,4,0.7591597590925858,0.3028222562031092,True,False,False,False,False,False,True,False,2992.2251399999996,57.190894,-2.183195
AB21 9JJ,12,Utilities,2120.8,1063.0,4129.400000000001,2076.0,32,109722,47988,85.24,85.04,6,0.4597568545268437,0.3829050294069199,True,False,False,False,False,True,False,False,3284.5398499999997,57.191223,-2.186158
AB21 9JL,12,Utilities,2941.0,4632.0,4377.0,1272.0,54,48385,8283,71.25,87.51,4,0.3804131690068011,0.5920309729607003,True,False,False,False,True,False,False,False,3063.5181999999995,57.190926,-2.186322
AB21 9JP,12,Utilities,1269.0,5857.610000000001,3336.3,4484.0,53,47157,5998,86.14,74.53,3,0.5807652490126664,0.4136955468418008,False,True,False,False,False,False,False,True,2612.0002999999997,57.190004,-2.183986
AB21 9JQ,12,Utilities,4422.0,2112.0,5447.200000000001,4947.0,24,98097,35701,69.94,72.74,3,0.4672178114456344,0.4313406544316402,False,True,False,False,False,False,True,False,2983.7840900000006,57.18997,-2.182479
AB21 9JR,12,Shopping,7961.85,2558.0,2091.85,5002.5,41,39577,18456,66.03,86.47,1,0.3965578366889558,0.3471255325250217,True,False,False,False,False,False,False,True,3122.448200000001,57.18969,-2.184744
AB21 9JS,12,Utilities,4112.0,4264.700000000001,5193.1,1429.0,35,40897,38599,79.56,75.13,6,0.5269278860584659,0.4330299267564835,True,False,False,False,True,False,False,False,2778.101440000001,57.191859,-2.1808
AB21 9JT,12,Shopping,9109.035,3815.0,2341.17,4179.33,68,85553,44865,85.38,73.98,1,0.4973182593664233,0.5357516745956714,False,True,False,False,False,False,True,False,2934.9999999999995,57.190966,-2.177007
AB21 9JU,12,Food,2756.25,4980.0,3350.0,1905.0,56,28811,33185,95.71,94.8,9,0.5320890356190436,0.4127446315098869,True,False,False,True,False,False,False,False,2837.32564,57.192094,-2.17961
AB21 9JX,12,Shopping,1412.775,3936.6,1796.3,524.0,29,107375,8731,50.68,65.37,3,0.6353040059737733,0.3935987653044365,False,True,False,True,False,False,False,False,2950.8650299999995,57.193852,-2.181307
AB21 9JY,12,Food,5582.5,2291.25,3438.0,1767.0,42,109814,17609,91.96,74.35,9,0.642251198387487,0.3917717688290551,True,False,False,False,False,False,True,False,2966.8725699999986,57.191365,-2.180964
AB21 9LA,12,Utilities,2388.1000000000004,2319.9,1695.2100000000005,4248.0,48,60957,24448,73.31,94.03,6,0.3137029879477157,0.499479863827775,False,True,False,False,False,False,True,False,2776.8084000000003,57.190951,-2.175038
AB21 9LB,12,Shopping,6756.652499999999,4724.2,1981.45,1251.315,60,118798,20918,78.58,65.77,2,0.529876337260735,0.5377412720600919,False,True,False,True,False,False,False,False,2870.8371,57.177485,-2.168871
AB21 9LD,12,Utilities,4099.0,3584.9,987.8,4441.8,19,82215,16823,88.03,95.96,9,0.6206588387629733,0.415499707599843,False,True,False,True,False,False,False,False,2660.6480300000003,57.177045,-2.168687
AB21 9LE,12,Utilities,4653.0,4710.0,2217.6000000000004,1357.0,66,106699,47780,68.77,97.49,4,0.5748945163756908,0.3695442441913991,False,True,False,False,False,False,True,False,3375.8862,57.177553,-2.171501
AB21 9LF,12,Food,8086.749999999999,3150.0,3051.0,4654.0,27,32512,12961,66.76,61.7,1,0.3980294073879367,0.5258149992630582,True,False,False,True,False,False,False,False,2956.0471999999995,57.173181,-2.156035
AB21 9LG,12,Food,6949.25,5281.25,3339.0,1921.0,69,66947,44709,80.98,65.51,3,0.2318654602664481,0.8634736666664558,True,False,False,False,False,False,False,True,2973.2522499999995,57.174979,-2.168347
AB21 9LJ,12,Utilities,1966.8,4541.900000000001,1314.0,2466.0,53,112269,47531,57.05,78.45,4,0.267366097327337,0.854384097247536,False,True,False,False,False,False,True,False,2946.554360000001,57.176799,-2.171084
AB21 9LL,12,Food,3867.5,3043.75,1633.0,3750.0,21,95118,31818,96.88,75.6,1,0.3885110261996053,0.7303492556612,True,False,True,False,False,False,False,False,2860.2069,57.177239,-2.171434
